Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
ITGAX	ENSG00000140678.16	8.500	3.170	1.188	9.09e-31
TGFB1I1	ENSG00000140682.18	10.420	2.630	1.654	1.15e-100
PARN	ENSG00000140694.16	21.170	9.240	1.114	3.46e-161
FTO	ENSG00000140718.18	70.323	34.301	1.015	7.81e-69
IGSF6	ENSG00000140749.8	4.620	0.420	1.985	1.45e-125
NKD1	ENSG00000140807.5	7.985	1.270	1.985	2.42e-120
MARVELD3	ENSG00000140832.9	3.090	0.190	1.781	4.77e-72
ZFHX3	ENSG00000140836.14	2.710	0.760	1.076	1.94e-126
IRF8	ENSG00000140968.10	6.680	0.830	2.069	2.33e-106
RPS2	ENSG00000140988.15	1351.175	350.288	1.945	1.02e-160
NOB1	ENSG00000141101.12	33.695	14.980	1.118	2.20e-143
PRPSAP2	ENSG00000141127.14	42.051	18.270	1.160	2.52e-145
PCTP	ENSG00000141179.13	12.265	4.420	1.291	1.41e-134
TOM1L1	ENSG00000141198.13	1.275	5.780	-1.575	5.72e-34
G6PC3	ENSG00000141349.8	106.152	44.609	1.232	9.76e-156
SS18	ENSG00000141380.13	32.379	11.800	1.383	8.90e-161
SLC39A6	ENSG00000141424.12	50.254	11.610	2.023	1.53e-167
GALNT1	ENSG00000141429.13	29.915	7.530	1.858	6.65e-190
OSBPL1A	ENSG00000141447.16	30.379	67.199	-1.120	5.82e-38
NPC1	ENSG00000141458.12	38.985	16.530	1.190	1.45e-88
SLC13A5	ENSG00000141485.15	0.480	4.210	-1.816	6.21e-47
ZMYND15	ENSG00000141497.13	4.415	0.810	1.581	1.06e-129
WRAP53	ENSG00000141499.16	11.075	4.450	1.148	1.06e-119
PIK3R5	ENSG00000141506.13	3.205	0.560	1.431	5.37e-80
TP53	ENSG00000141510.15	29.931	2.990	2.955	1.91e-201
SLC16A3	ENSG00000141526.14	8.330	3.470	1.062	1.58e-25
TTYH2	ENSG00000141540.10	69.775	19.490	1.788	9.00e-80
RAB40B	ENSG00000141542.10	25.395	57.368	-1.145	1.20e-47
RNF157	ENSG00000141576.14	32.090	65.271	-1.002	4.00e-48
SMAD4	ENSG00000141646.13	26.260	7.680	1.651	3.02e-113
P3H4	ENSG00000141696.12	12.185	5.320	1.061	2.34e-89
PNMT	ENSG00000141744.3	1.545	8.650	-1.923	2.19e-63
STAC2	ENSG00000141750.6	2.975	39.491	-3.349	9.73e-103
FKBP10	ENSG00000141756.18	42.604	13.000	1.639	1.97e-77
SAMD1	ENSG00000141858.11	61.040	28.401	1.077	6.44e-117
SLC39A3	ENSG00000141873.10	47.509	22.320	1.057	9.07e-110
VAV1	ENSG00000141968.7	4.230	1.070	1.337	1.21e-73
MVB12A	ENSG00000141971.12	49.096	14.550	1.688	7.53e-197
SH3GL1	ENSG00000141985.9	62.845	30.900	1.001	5.80e-107
IFNAR1	ENSG00000142166.12	19.240	7.830	1.197	1.95e-120
TRPM2	ENSG00000142185.16	6.665	22.790	-1.634	2.02e-77
URB1	ENSG00000142207.6	8.665	3.660	1.052	6.40e-96
LMTK3	ENSG00000142235.8	11.395	26.761	-1.163	1.85e-53
MYO1F	ENSG00000142347.16	7.805	2.320	1.407	9.20e-63
PSMB6	ENSG00000142507.9	166.265	80.778	1.032	4.28e-136
SIGLEC10	ENSG00000142512.14	9.360	1.120	2.289	5.57e-109
FAM71E1	ENSG00000142530.10	2.090	8.490	-1.619	4.17e-87
RPS11	ENSG00000142534.6	2005.921	792.792	1.338	2.68e-111
RPL13A	ENSG00000142541.16	1927.278	651.354	1.564	4.27e-131
ZNF614	ENSG00000142556.18	5.160	1.830	1.122	1.25e-109
SLC2A5	ENSG00000142583.17	14.420	2.670	2.071	2.11e-69
PGD	ENSG00000142657.20	88.680	37.509	1.220	1.93e-119
RPL11	ENSG00000142676.12	1258.595	410.090	1.615	7.18e-131
SERBP1	ENSG00000142864.14	95.494	32.710	1.517	1.97e-142
RPS8	ENSG00000142937.11	1093.092	384.222	1.506	9.27e-122
LMO4	ENSG00000143013.12	80.395	171.503	-1.084	8.83e-32
GPR161	ENSG00000143147.14	7.140	2.580	1.185	9.43e-95
TMCO1	ENSG00000143183.16	100.876	23.200	2.074	1.36e-234
FCGR2A	ENSG00000143226.13	13.425	1.810	2.360	5.29e-76
NUF2	ENSG00000143228.12	2.080	0.410	1.127	4.20e-57
SDHC	ENSG00000143252.14	160.373	72.740	1.130	2.35e-131
MRPL24	ENSG00000143314.12	111.603	43.410	1.342	1.91e-166
PIGM	ENSG00000143315.6	5.440	1.210	1.543	1.82e-196
ISG20L2	ENSG00000143319.16	17.770	7.320	1.174	4.22e-106
HDGF	ENSG00000143321.18	156.443	65.639	1.240	1.81e-152
XPR1	ENSG00000143324.13	11.970	4.570	1.219	1.57e-96
TOR1AIP1	ENSG00000143337.18	41.616	12.860	1.620	1.49e-158
FAM163A	ENSG00000143340.6	0.075	1.440	-1.183	6.39e-85
LYPLAL1	ENSG00000143353.11	24.460	10.660	1.127	1.60e-138
SF3B4	ENSG00000143368.9	45.735	15.090	1.538	6.15e-213
ZNF687	ENSG00000143373.17	20.674	7.440	1.361	7.02e-195
MCL1	ENSG00000143384.12	87.845	27.930	1.619	1.13e-117
RFX5	ENSG00000143390.17	26.675	12.630	1.022	2.18e-100
FAM63A	ENSG00000143409.15	24.415	7.520	1.577	1.07e-151
SELENBP1	ENSG00000143416.20	12.665	30.290	-1.195	9.02e-36
INTS7	ENSG00000143493.12	8.205	3.140	1.153	6.43e-97
TAF1A	ENSG00000143498.17	3.960	1.230	1.153	1.93e-119
SMYD2	ENSG00000143499.13	11.315	34.859	-1.542	1.40e-49
RAB13	ENSG00000143545.8	103.661	21.850	2.195	1.34e-144
SNAPIN	ENSG00000143553.10	64.050	31.089	1.019	9.49e-139
SLC39A1	ENSG00000143570.17	50.954	14.060	1.787	1.22e-167
KCNN3	ENSG00000143603.18	21.135	3.190	2.401	1.68e-113
ILF2	ENSG00000143621.16	147.139	48.640	1.577	1.45e-187
RIT1	ENSG00000143622.10	16.485	5.190	1.498	6.40e-150
MLK4	ENSG00000143674.10	0.225	1.850	-1.218	4.83e-130
SRP9	ENSG00000143742.12	278.753	128.818	1.108	2.80e-111
SDE2	ENSG00000143751.9	10.820	2.560	1.731	1.48e-172
MBOAT2	ENSG00000143797.11	35.325	14.200	1.257	6.99e-110
PARP1	ENSG00000143799.12	93.629	38.529	1.259	9.41e-152
PYCR2	ENSG00000143811.16	83.126	39.990	1.037	7.06e-132
LBR	ENSG00000143815.14	17.515	3.910	1.915	2.29e-172
SOX13	ENSG00000143842.14	26.380	8.190	1.575	6.96e-113
PPFIA4	ENSG00000143847.15	4.920	44.640	-2.947	2.75e-129
SYT2	ENSG00000143858.11	0.160	2.950	-1.768	2.11e-51
PDIA6	ENSG00000143870.12	89.747	27.720	1.660	1.82e-155
RHOB	ENSG00000143878.9	327.147	124.301	1.389	8.11e-78
HNRNPLL	ENSG00000143889.15	20.045	9.020	1.071	4.22e-93
RPS27A	ENSG00000143947.12	1247.089	538.573	1.210	1.78e-108
ETAA1	ENSG00000143971.7	5.935	2.160	1.134	1.91e-149
SNRPG	ENSG00000143977.13	95.104	30.870	1.592	6.93e-189
SNRNP200	ENSG00000144028.14	121.212	43.721	1.450	2.22e-166
TPRKB	ENSG00000144034.14	38.910	16.610	1.180	6.51e-141
TEX261	ENSG00000144043.11	40.969	15.320	1.363	1.18e-150
THNSL2	ENSG00000144115.16	3.825	11.740	-1.401	6.74e-25
FBLN7	ENSG00000144152.12	1.525	7.760	-1.795	5.71e-42
FAHD2B	ENSG00000144199.11	11.100	32.219	-1.457	2.45e-50
UBXN4	ENSG00000144224.16	44.211	21.120	1.031	1.77e-86
GPR17	ENSG00000144230.16	37.830	7.840	2.135	3.89e-51
POLR2D	ENSG00000144231.10	13.230	5.550	1.119	9.16e-134
GALNT13	ENSG00000144278.14	43.620	3.840	3.205	1.60e-119
SLC4A10	ENSG00000144290.16	3.480	15.230	-1.857	3.40e-39
SCRN3	ENSG00000144306.13	23.990	11.420	1.009	1.18e-56
KIAA1715	ENSG00000144320.13	15.320	5.130	1.413	4.19e-98
ZNF385B	ENSG00000144331.18	0.960	11.070	-2.622	4.47e-117
PTH2R	ENSG00000144407.9	0.240	2.940	-1.668	7.82e-109
SPAG16	ENSG00000144451.18	44.905	19.191	1.185	4.52e-118
SUMF1	ENSG00000144455.13	11.215	4.920	1.045	5.87e-115
RHBDD1	ENSG00000144468.16	8.135	2.810	1.262	2.74e-125
HES6	ENSG00000144485.10	326.151	30.490	3.377	1.07e-168
FANCD2	ENSG00000144554.10	3.125	1.060	1.002	1.74e-57
VGLL4	ENSG00000144560.13	45.416	20.201	1.131	4.60e-105
RAB5A	ENSG00000144566.10	62.985	29.359	1.076	4.32e-104
GRIP2	ENSG00000144596.11	0.690	4.910	-1.806	7.02e-106
IQSEC1	ENSG00000144711.13	20.914	77.869	-1.848	5.22e-80
RPL32	ENSG00000144713.12	1722.095	703.740	1.290	1.77e-103
PTPRG	ENSG00000144724.18	13.555	4.770	1.335	1.23e-103
IL17RD	ENSG00000144730.16	10.480	1.840	2.015	7.24e-176
TMF1	ENSG00000144747.14	8.470	3.720	1.005	6.47e-67
LRIG1	ENSG00000144749.13	254.945	30.130	3.039	1.83e-185
RP11-977G19.10	ENSG00000144785.8	3.485	0.350	1.732	1.82e-60
LIMD1	ENSG00000144791.9	3.470	1.050	1.125	1.53e-59
ZNF660	ENSG00000144792.9	2.490	0.700	1.038	1.52e-120
TAGLN3	ENSG00000144834.12	62.139	358.840	-2.511	1.02e-78
IGSF11	ENSG00000144847.12	18.505	7.640	1.175	1.96e-69
TMEM108	ENSG00000144868.13	20.080	7.990	1.229	2.08e-75
OSBPL11	ENSG00000144909.7	24.665	3.610	2.477	1.63e-151
NCEH1	ENSG00000144959.9	4.290	12.830	-1.387	4.94e-41
MANF	ENSG00000145050.15	56.069	25.500	1.107	3.59e-84
STXBP5L	ENSG00000145087.12	1.735	7.040	-1.556	5.82e-49
SLIT2	ENSG00000145147.19	1.020	5.720	-1.734	2.50e-55
VWA5B2	ENSG00000145198.14	3.960	49.500	-3.348	1.43e-185
LYAR	ENSG00000145220.13	10.565	3.950	1.224	3.26e-135
OCIAD2	ENSG00000145247.11	8.690	28.829	-1.622	4.37e-22
SCD5	ENSG00000145284.11	475.729	120.300	1.975	8.72e-138
SNCA	ENSG00000145335.15	30.989	132.173	-2.058	4.64e-52
METTL14	ENSG00000145388.14	13.015	4.040	1.476	3.19e-123
SETD7	ENSG00000145391.13	21.010	8.080	1.277	1.10e-110
MAR1	ENSG00000145416.13	13.870	4.310	1.486	3.26e-75
SFRP2	ENSG00000145423.4	35.765	3.480	3.037	9.28e-44
RPS3A	ENSG00000145425.9	1699.741	554.136	1.615	4.27e-123
RNF175	ENSG00000145428.14	3.630	21.591	-2.287	2.34e-80
PDGFC	ENSG00000145431.10	13.740	3.320	1.771	9.38e-139
MYO10	ENSG00000145555.14	61.320	18.539	1.673	8.65e-119
FAM105A	ENSG00000145569.5	6.525	1.350	1.679	1.00e-157
RPL37	ENSG00000145592.13	1234.276	456.477	1.433	3.74e-119
PLK2	ENSG00000145632.14	8.960	44.301	-2.185	2.89e-70
HAPLN1	ENSG00000145681.10	9.820	0.890	2.517	1.17e-76
LHFPL2	ENSG00000145685.13	10.240	2.880	1.535	2.49e-93
IQGAP2	ENSG00000145703.15	2.665	0.510	1.279	2.57e-60
LIX1	ENSG00000145721.11	32.714	5.130	2.459	7.54e-79
YIPF5	ENSG00000145817.16	17.340	7.160	1.168	1.84e-87
SLC25A48	ENSG00000145832.12	28.934	12.890	1.108	1.59e-11
GABRB2	ENSG00000145864.12	1.455	18.850	-3.015	2.86e-69
G3BP1	ENSG00000145907.14	44.065	11.220	1.883	4.40e-196
ZNF300	ENSG00000145908.12	6.980	0.780	2.165	2.94e-136
N4BP3	ENSG00000145911.5	0.550	2.930	-1.342	1.14e-93
TENM2	ENSG00000145934.15	0.805	5.170	-1.773	7.66e-58
FAM50B	ENSG00000145945.5	4.320	15.370	-1.621	5.88e-55
GFOD1	ENSG00000145990.10	3.500	16.910	-1.993	2.00e-84
KLHL3	ENSG00000146021.14	1.905	6.280	-1.325	2.84e-95
TRIM7	ENSG00000146054.17	1.040	3.910	-1.267	1.03e-76
TNFRSF21	ENSG00000146072.6	64.030	14.930	2.029	4.45e-123
PPP1R18	ENSG00000146112.11	37.894	6.990	2.283	1.30e-174
PRIM2	ENSG00000146143.17	4.405	1.100	1.364	2.88e-173
MLIP	ENSG00000146147.14	2.910	7.100	-1.051	7.56e-12
FGD2	ENSG00000146192.14	5.115	1.520	1.279	2.06e-51
TPBG	ENSG00000146242.8	0.940	6.040	-1.860	8.63e-72
PRSS35	ENSG00000146250.6	6.590	1.610	1.540	9.08e-41
PNRC1	ENSG00000146278.10	56.100	26.939	1.031	5.05e-76
PM20D2	ENSG00000146281.5	6.835	2.690	1.086	1.89e-83
GPR6	ENSG00000146360.8	0.090	1.300	-1.077	1.95e-68
TIAM2	ENSG00000146426.17	8.700	21.720	-1.228	7.84e-30
PNLDC1	ENSG00000146453.12	0.190	1.850	-1.260	1.13e-114
VIP	ENSG00000146469.12	0.645	10.440	-2.798	3.71e-97
GNA12	ENSG00000146535.13	75.787	30.999	1.263	8.58e-105
IGFBP3	ENSG00000146674.14	21.430	8.280	1.273	4.96e-19
PSPH	ENSG00000146733.13	22.681	7.890	1.413	2.91e-126
ZNF92	ENSG00000146757.13	8.885	2.520	1.490	6.72e-134
TMEM168	ENSG00000146802.12	8.575	3.270	1.165	1.76e-68
SLC12A9	ENSG00000146828.17	26.725	9.600	1.387	8.05e-140
TRIM4	ENSG00000146833.15	17.960	5.050	1.648	4.20e-156
MEPCE	ENSG00000146834.13	47.609	21.819	1.091	3.88e-139
TMEM209	ENSG00000146842.16	9.555	2.310	1.673	2.49e-168
TMEM140	ENSG00000146859.6	10.540	3.250	1.441	2.19e-103
TLK2	ENSG00000146872.17	25.094	12.000	1.005	1.15e-115
NCAPG2	ENSG00000146918.19	6.505	2.130	1.262	3.40e-111
NLGN4X	ENSG00000146938.14	13.125	5.350	1.153	2.62e-56
TMEM47	ENSG00000147027.3	32.949	12.930	1.285	4.00e-42
SLC16A2	ENSG00000147100.9	19.465	6.320	1.483	1.56e-154
TAF1	ENSG00000147133.15	14.860	5.860	1.209	5.63e-84
NONO	ENSG00000147140.15	217.157	78.618	1.454	8.15e-140
LPAR4	ENSG00000147145.12	1.545	0.190	1.097	2.25e-72
ZNF711	ENSG00000147180.16	21.265	6.880	1.499	2.01e-92
PRPS1	ENSG00000147224.10	51.769	20.669	1.284	3.67e-124
FRMPD3	ENSG00000147234.10	10.335	1.660	2.091	3.52e-147
IGSF1	ENSG00000147255.17	5.595	1.640	1.321	3.80e-39
RBMX	ENSG00000147274.14	119.361	41.409	1.505	1.84e-171
NSDHL	ENSG00000147383.10	22.230	10.380	1.029	3.43e-110
RPL10	ENSG00000147403.16	2488.567	649.190	1.937	5.17e-165
HMBOX1	ENSG00000147421.17	35.590	15.880	1.116	2.22e-125
STAR	ENSG00000147465.11	1.130	4.610	-1.397	7.42e-57
ERLIN2	ENSG00000147475.14	23.910	6.350	1.761	7.49e-155
RGS20	ENSG00000147509.13	7.015	15.660	-1.056	4.49e-32
MRPS28	ENSG00000147586.9	115.944	39.849	1.517	4.51e-182
PMP2	ENSG00000147588.6	340.520	68.289	2.301	8.10e-124
RPL7	ENSG00000147604.13	1600.713	525.810	1.604	7.28e-131
MTDH	ENSG00000147649.9	32.139	9.250	1.693	5.48e-117
RSPO2	ENSG00000147655.10	1.400	9.880	-2.181	1.53e-53
MAL2	ENSG00000147676.13	1.215	29.370	-3.777	9.32e-101
SLC39A4	ENSG00000147804.9	4.570	12.910	-1.320	4.59e-54
NFIB	ENSG00000147862.14	36.334	7.700	2.101	4.47e-189
HAUS6	ENSG00000147874.10	8.470	2.610	1.391	3.05e-128
NTRK2	ENSG00000148053.15	353.226	115.647	1.603	7.19e-53
SHC3	ENSG00000148082.9	9.465	30.589	-1.594	2.45e-21
HIATL1	ENSG00000148110.15	26.801	10.810	1.235	1.22e-153
RP11-35N6.1	ENSG00000148123.14	64.074	5.870	3.244	1.33e-123
ZNF462	ENSG00000148143.12	9.265	2.150	1.704	1.88e-135
STOM	ENSG00000148175.12	76.444	36.309	1.054	1.53e-33
GSN	ENSG00000148180.16	203.663	77.471	1.383	1.78e-61
POLE3	ENSG00000148229.12	42.914	18.920	1.140	3.89e-131
SURF4	ENSG00000148248.13	68.540	28.230	1.250	3.98e-148
RPL7A	ENSG00000148303.16	1573.050	531.674	1.563	1.40e-137
SH3GLB2	ENSG00000148341.17	68.355	156.215	-1.181	1.39e-63
NOTCH1	ENSG00000148400.9	34.679	5.210	2.522	1.31e-179
USP6NL	ENSG00000148429.14	8.580	3.120	1.217	5.93e-148
SLC39A12	ENSG00000148482.11	3.240	12.530	-1.674	3.69e-35
RSU1	ENSG00000148484.17	45.335	10.380	2.026	1.63e-185
PARD3	ENSG00000148498.15	15.765	3.760	1.816	4.44e-135
ZEB1	ENSG00000148516.21	63.800	11.860	2.333	6.57e-157
TCF7L2	ENSG00000148737.15	14.335	6.010	1.129	3.61e-89
MKI67	ENSG00000148773.12	1.910	0.030	1.498	1.93e-68
INA	ENSG00000148798.9	28.315	78.973	-1.448	1.67e-27
FUOM	ENSG00000148803.11	6.355	2.200	1.201	2.41e-59
ITPRIP	ENSG00000148841.15	5.460	1.420	1.417	1.24e-91
RGS10	ENSG00000148908.14	46.080	5.390	2.881	1.83e-144
TUT1	ENSG00000149016.15	18.550	8.050	1.111	1.35e-131
HSD17B12	ENSG00000149084.11	68.505	29.931	1.168	1.53e-88
SSRP1	ENSG00000149136.7	92.625	34.341	1.406	4.15e-175
KLHL35	ENSG00000149243.15	2.010	5.030	-1.002	1.15e-30
TENM4	ENSG00000149256.14	9.550	3.140	1.350	7.06e-72
SERPINH1	ENSG00000149257.13	15.075	6.510	1.098	3.12e-18
INTS4	ENSG00000149262.16	19.915	8.890	1.081	1.86e-108
PAK1	ENSG00000149269.9	17.130	95.352	-2.410	1.06e-60
RPS3	ENSG00000149273.14	1414.277	338.379	2.060	4.20e-164
ZC3H12C	ENSG00000149289.10	5.220	1.450	1.344	1.19e-145
NCAM1	ENSG00000149294.16	273.017	86.780	1.642	4.72e-109
HTR3B	ENSG00000149305.6	0.050	1.480	-1.240	9.32e-77
NPAT	ENSG00000149308.16	7.360	2.820	1.130	3.68e-98
GRIK4	ENSG00000149403.11	13.025	3.020	1.803	7.02e-163
MTA2	ENSG00000149480.6	54.822	21.869	1.287	1.79e-148
TMEM138	ENSG00000149483.11	28.291	13.320	1.032	5.13e-118
FADS1	ENSG00000149485.16	60.004	22.479	1.377	1.16e-105
ROM1	ENSG00000149489.8	45.190	15.880	1.452	1.55e-97
PLCH2	ENSG00000149527.17	4.685	26.711	-2.285	3.43e-107
KIRREL3	ENSG00000149571.10	4.210	16.520	-1.750	3.93e-47
SCN2B	ENSG00000149575.5	5.270	28.291	-2.224	5.32e-64
JPH2	ENSG00000149596.6	1.485	0.220	1.026	1.48e-57
KIAA1755	ENSG00000149633.11	22.415	7.820	1.409	8.38e-66
SOGA1	ENSG00000149639.14	17.155	5.210	1.548	9.44e-126
YTHDF1	ENSG00000149658.17	35.981	16.300	1.096	1.03e-126
FERMT3	ENSG00000149781.12	10.320	2.380	1.744	1.24e-85
PLCB3	ENSG00000149782.11	12.240	3.900	1.434	3.84e-145
FAU	ENSG00000149806.10	1131.600	384.408	1.555	1.28e-164
PPP4C	ENSG00000149923.13	66.134	23.390	1.461	1.61e-173
HIRIP3	ENSG00000149929.15	32.375	14.980	1.062	1.51e-142
MPP7	ENSG00000150054.18	0.400	2.060	-1.128	5.41e-71
ITGB1	ENSG00000150093.18	49.566	17.480	1.452	1.53e-96
FRMPD2B	ENSG00000150175.13	0.480	4.230	-1.821	4.33e-74
PCDH15	ENSG00000150275.17	21.920	3.360	2.394	3.77e-60
FCGR1A	ENSG00000150337.13	39.875	3.440	3.203	3.57e-110
TMEM218	ENSG00000150433.9	30.450	7.510	1.886	4.25e-217
HNMT	ENSG00000150540.13	54.356	6.330	2.917	4.28e-217
LYPD1	ENSG00000150551.10	66.569	14.280	2.145	6.73e-98
LYPD6B	ENSG00000150556.16	0.170	2.540	-1.597	3.66e-144
PDCD4	ENSG00000150593.15	56.625	19.920	1.462	2.51e-153
RGS18	ENSG00000150681.9	1.470	0.180	1.066	3.56e-77
PPP1R1C	ENSG00000150722.10	3.690	0.750	1.422	1.17e-65
TIMM8B	ENSG00000150779.11	58.720	27.040	1.091	5.55e-146
IL18	ENSG00000150782.11	9.215	1.190	2.222	3.81e-96
FOXO1	ENSG00000150907.6	7.545	2.880	1.139	3.59e-73
ITPR1	ENSG00000150995.17	5.070	48.819	-3.037	7.08e-110
PRSS53	ENSG00000151006.7	0.660	2.540	-1.093	1.05e-79
THRB	ENSG00000151090.17	5.450	16.390	-1.431	3.38e-47
UEVLD	ENSG00000151116.16	10.200	3.550	1.300	7.85e-143
TMEM86A	ENSG00000151117.8	5.950	1.580	1.430	6.58e-168
TMEM263	ENSG00000151135.9	24.990	8.210	1.497	1.18e-165
IPMK	ENSG00000151151.5	3.330	1.140	1.017	1.74e-95
TWF1	ENSG00000151239.13	47.560	15.850	1.527	3.81e-147
SRFBP1	ENSG00000151304.5	4.060	1.420	1.064	1.72e-121
NPAS3	ENSG00000151322.18	25.005	6.290	1.835	1.11e-181
MBIP	ENSG00000151332.18	28.929	10.840	1.338	8.92e-99
EXT2	ENSG00000151348.13	25.251	10.610	1.177	3.98e-133
NDUFC2	ENSG00000151366.12	291.701	118.956	1.287	4.87e-151
NEK7	ENSG00000151414.14	19.825	9.210	1.028	2.03e-41
FER	ENSG00000151422.12	4.450	1.640	1.046	6.50e-99
NCAPD3	ENSG00000151503.12	11.315	4.390	1.192	3.50e-94
TEX9	ENSG00000151575.14	5.455	1.160	1.579	1.46e-102
ZNF827	ENSG00000151612.15	12.560	4.260	1.366	2.38e-98
KIN	ENSG00000151657.11	8.475	3.500	1.074	9.15e-130
PIGF	ENSG00000151665.12	24.739	9.410	1.306	3.71e-178
FLI1	ENSG00000151702.16	9.000	3.050	1.304	3.25e-89
ZNF385D	ENSG00000151789.9	1.080	3.370	-1.071	3.25e-26
GABRA2	ENSG00000151834.15	2.730	20.949	-2.557	2.33e-69
GLT1D1	ENSG00000151948.11	1.285	14.060	-2.720	8.17e-82
TMEM132D	ENSG00000151952.14	0.625	5.150	-1.920	6.60e-46
SCHIP1	ENSG00000151967.18	117.051	48.331	1.259	2.87e-69
MCHR2	ENSG00000152034.10	0.060	2.240	-1.612	2.16e-66
GPATCH11	ENSG00000152133.14	14.095	5.610	1.191	8.35e-129
TMEM178A	ENSG00000152154.10	30.864	78.770	-1.324	2.24e-57
GRID2	ENSG00000152208.11	6.285	0.570	2.214	3.28e-127
RIT2	ENSG00000152214.12	3.040	14.810	-1.968	9.29e-37
HAUS1	ENSG00000152240.12	17.090	4.700	1.666	3.05e-173
SPC25	ENSG00000152253.8	4.415	0.380	1.972	1.33e-86
TCF7L1	ENSG00000152284.4	17.200	2.830	2.249	2.35e-182
XRCC4	ENSG00000152422.15	7.195	2.160	1.375	9.11e-204
SUV39H2	ENSG00000152455.15	5.470	1.870	1.173	7.09e-123
ZFP36L2	ENSG00000152518.6	45.069	9.260	2.167	1.85e-144
TMEM123	ENSG00000152558.14	60.053	14.600	1.969	5.50e-164
GRIA4	ENSG00000152578.12	61.264	21.341	1.479	1.53e-52
SPEF2	ENSG00000152582.12	0.875	3.630	-1.304	1.86e-62
SPARCL1	ENSG00000152583.12	1688.761	716.190	1.236	2.25e-36
MEPE	ENSG00000152595.16	0.215	2.290	-1.437	3.43e-36
NADK2	ENSG00000152620.12	37.156	16.580	1.118	1.55e-68
SLC30A6	ENSG00000152683.14	6.140	1.950	1.275	3.80e-165
SAR1B	ENSG00000152700.13	34.291	11.900	1.452	1.69e-139
TCTEX1D1	ENSG00000152760.9	0.370	3.710	-1.782	2.88e-31
IFIT5	ENSG00000152778.8	12.625	4.400	1.335	1.65e-143
PRDM8	ENSG00000152784.15	4.210	18.160	-1.879	4.49e-59
PART1	ENSG00000152931.7	0.960	10.550	-2.559	4.88e-94
RAB3C	ENSG00000152932.7	5.845	13.910	-1.123	4.34e-17
PLOD2	ENSG00000152952.11	14.115	6.300	1.050	1.88e-36
NRSN1	ENSG00000152954.11	25.960	62.908	-1.245	2.95e-27
JAKMIP1	ENSG00000152969.16	6.310	38.921	-2.449	4.51e-78
ZIC1	ENSG00000152977.9	29.335	12.780	1.138	5.80e-12
SREK1IP1	ENSG00000153006.14	9.185	3.840	1.073	1.75e-117
MR1	ENSG00000153029.14	4.340	1.310	1.209	1.05e-73
SMARCA5	ENSG00000153147.5	32.625	11.530	1.424	6.25e-139
HNRNPU	ENSG00000153187.16	165.117	71.011	1.206	8.43e-143
PTPRR	ENSG00000153233.12	0.990	6.930	-1.995	4.05e-63
SCN3A	ENSG00000153253.15	13.100	4.540	1.348	2.45e-46
FEZF2	ENSG00000153266.12	1.380	9.050	-2.078	1.41e-101
TEX29	ENSG00000153495.10	1.090	8.290	-2.152	3.78e-169
FBXL2	ENSG00000153558.13	6.595	25.400	-1.797	3.10e-65
KCNJ16	ENSG00000153822.13	15.080	3.050	1.989	4.40e-56
PID1	ENSG00000153823.18	53.055	14.380	1.813	4.33e-80
FBXO36	ENSG00000153832.11	5.750	2.210	1.072	4.13e-103
LGI4	ENSG00000153902.13	10.230	59.568	-2.431	1.43e-90
SREK1	ENSG00000153914.15	25.149	10.170	1.227	9.02e-83
MSI2	ENSG00000153944.10	66.521	26.221	1.311	3.84e-117
SEMA3D	ENSG00000153993.13	2.630	0.280	1.504	3.25e-68
PPP2R5E	ENSG00000154001.13	13.975	6.170	1.063	5.55e-89
IMPACT	ENSG00000154059.9	15.395	5.550	1.324	1.61e-57
TBCEL	ENSG00000154114.12	8.330	2.780	1.304	1.29e-139
JPH3	ENSG00000154118.12	21.430	99.449	-2.163	4.00e-75
NRGN	ENSG00000154146.12	51.854	1893.578	-5.164	6.21e-101
UCHL1	ENSG00000154277.12	257.512	1205.736	-2.223	4.06e-60
FAM167A	ENSG00000154319.14	28.689	11.700	1.225	6.73e-41
PGM5	ENSG00000154330.12	4.155	1.190	1.235	4.48e-82
OBSCN	ENSG00000154358.19	1.120	5.470	-1.610	9.62e-120
MAGED4	ENSG00000154545.16	81.970	6.630	3.443	1.83e-241
LY96	ENSG00000154589.6	7.640	2.030	1.512	1.69e-63
NCAM2	ENSG00000154654.14	24.080	9.390	1.271	1.79e-62
JAM2	ENSG00000154721.14	53.634	11.760	2.098	3.08e-191
GABPA	ENSG00000154727.10	11.705	3.440	1.517	3.69e-172
XPC	ENSG00000154767.14	22.259	10.410	1.028	8.47e-115
RAB6B	ENSG00000154917.10	56.102	113.676	-1.006	8.90e-20
EPHB1	ENSG00000154928.16	27.814	6.360	1.969	8.20e-80
VOPP1	ENSG00000154978.12	70.879	34.671	1.011	8.86e-80
OTUD6B	ENSG00000155100.10	10.205	3.750	1.238	5.90e-121
GTF3C6	ENSG00000155115.6	88.364	39.300	1.149	1.76e-139
GOLGA7B	ENSG00000155265.10	7.050	25.740	-1.732	9.54e-76
HSPA13	ENSG00000155304.5	27.610	9.650	1.426	1.27e-98
SAMSN1	ENSG00000155307.17	6.515	0.840	2.030	7.93e-94
GRAMD3	ENSG00000155324.9	54.590	21.800	1.286	2.76e-68
ZCCHC10	ENSG00000155329.11	13.965	5.830	1.132	7.54e-139
